driverId,constructorId,grid,position
296,26,22,\N
207,73,4,\N
276,66,23,\N
231,64,3,\N
222,25,13,\N
288,67,17,\N
178,64,20,\N
221,25,7,\N
290,56,21,\N
232,3,25,\N
182,6,1,\N
224,1,26,\N
182,6,1,1
224,1,9,2
250,34,8,3
238,32,4,4
221,25,12,5
200,1,15,6
222,25,7,7
235,32,14,8
199,34,10,9
288,67,16,\N
231,64,11,\N
178,64,18,\N
230,37,5,\N
252,202,2,\N
223,6,17,\N
187,63,6,\N
207,73,13,\N
197,202,3,\N
172,3,0,\N
232,3,0,\N
289,75,0,\N
276,66,0,\N
295,57,0,\N
297,64,0,\N
275,37,0,\N
290,56,0,\N
182,6,1,1
222,25,9,2
199,34,6,3
221,25,12,4
223,6,4,5
252,202,5,6
224,1,8,7
250,34,2,8
276,66,20,9
187,63,18,10
288,67,21,11
290,56,24,12
296,75,22,\N
230,37,3,\N
235,32,16,\N
238,32,14,\N
172,3,23,\N
275,37,17,\N
294,75,7,\N
231,64,11,\N
197,202,10,\N
232,3,19,\N
178,64,13,\N
200,1,15,\N
182,6,5,1
199,34,4,2
223,6,12,3
207,73,15,4
288,67,16,5
294,75,17,6
222,25,8,7
224,1,11,8
238,32,9,9
297,64,21,10
178,64,19,11
221,25,2,12
276,66,23,13
282,3,22,14
235,32,18,15
187,63,10,16
290,56,25,17
252,202,7,\N
251,3,20,\N
267,75,26,\N
250,34,6,\N
197,202,3,\N
230,37,1,\N
200,1,14,\N
231,64,13,\N
275,37,24,\N
231,64,3,1
182,6,1,2
223,6,2,3
199,34,5,4
250,34,9,5
252,202,12,6
294,75,7,7
288,67,18,8
221,25,13,9
298,57,22,10
290,56,24,11
251,3,19,12
178,75,17,13
275,37,23,14
238,32,16,15
222,25,4,16
172,3,15,\N
200,1,8,\N
197,202,10,\N
187,63,14,\N
224,1,6,\N
276,66,20,\N
235,32,21,\N
230,37,11,\N
299,74,0,\N
182,6,1,1
231,64,3,2
200,1,7,3
224,1,10,4
207,73,15,5
221,25,13,6
294,75,12,7
197,202,4,8
222,25,2,9
238,32,17,10
172,3,16,11
219,25,21,12
187,63,14,13
199,34,11,14
298,57,22,15
178,75,20,16
276,66,25,17
275,37,26,18
250,34,5,\N
235,32,19,\N
290,56,23,\N
230,37,8,\N
223,6,9,\N
288,67,18,\N
252,202,6,\N
296,3,24,\N
224,1,7,1
250,34,2,2
222,25,6,3
231,64,9,4
288,37,15,5
230,37,5,6
200,1,10,7
182,6,3,8
221,25,17,9
178,75,28,10
187,63,18,11
207,73,12,12
223,6,4,13
197,202,11,14
294,75,13,15
205,32,21,16
300,76,26,17
301,63,23,18
290,56,24,19
233,37,14,\N
302,32,25,\N
252,202,1,\N
275,37,22,\N
238,32,16,\N
172,3,19,\N
199,34,8,\N
295,57,0,\N
299,74,0,\N
199,34,10,1
172,3,15,2
182,6,1,3
252,202,16,4
178,75,21,5
298,57,24,6
275,37,25,7
229,64,23,8
221,25,4,9
207,73,13,10
231,64,9,\N
223,6,5,\N
294,75,17,\N
222,25,3,\N
197,202,12,\N
250,34,2,\N
290,56,22,\N
233,37,7,\N
224,1,8,\N
230,37,11,\N
187,32,14,\N
238,32,18,\N
288,37,19,\N
200,1,6,\N
270,3,20,\N
245,74,0,\N
230,37,8,1
231,64,2,2
252,202,15,3
200,1,9,4
238,32,13,5
182,6,1,6
223,6,5,7
222,25,10,8
224,1,3,9
187,63,18,10
221,25,7,11
278,57,23,12
239,64,17,13
199,34,11,14
294,75,16,15
243,75,25,16
275,37,21,17
295,57,27,\N
229,64,26,\N
172,3,12,\N
250,34,6,\N
303,3,28,\N
233,37,4,\N
197,203,14,\N
276,66,24,\N
207,73,19,\N
288,37,20,\N
205,32,22,\N
245,74,0,\N
290,56,0,\N
223,6,2,1
224,1,3,2
182,6,1,3
199,34,7,4
231,64,8,5
252,202,14,6
221,25,12,7
222,25,4,8
229,64,17,9
239,64,21,10
232,56,26,11
278,57,19,12
302,32,25,13
254,3,22,14
197,203,13,\N
275,37,24,\N
233,37,16,\N
172,3,18,\N
250,34,10,\N
243,75,23,\N
200,1,5,\N
238,32,11,\N
294,75,6,\N
207,73,15,\N
230,37,9,\N
276,66,20,\N
295,57,0,\N
245,74,0,\N
182,6,1,1
224,1,2,2
200,1,9,3
231,64,15,4
238,32,14,5
222,25,10,6
230,37,6,7
233,37,13,8
187,67,12,9
290,56,23,10
252,202,7,\N
205,32,19,\N
239,64,18,\N
295,57,22,\N
223,6,11,\N
197,202,4,\N
199,34,3,\N
207,73,5,\N
294,75,17,\N
277,25,20,\N
221,25,8,\N
250,34,16,\N
172,3,21,\N
275,3,24,\N
304,1,10,1
182,6,8,2
223,6,2,3
305,1,9,4
306,66,14,5
221,25,15,6
199,34,6,7
307,37,19,8
280,66,21,9
224,1,3,10
265,26,25,11
187,34,20,12
238,32,1,13
289,26,17,\N
235,32,7,\N
308,34,22,\N
233,37,23,\N
296,66,24,\N
222,25,12,\N
250,63,11,\N
232,80,13,\N
231,37,5,\N
200,63,18,\N
309,58,4,\N
197,58,16,\N
224,1,1,1
223,6,8,2
235,32,5,3
250,63,12,4
305,1,7,5
238,32,4,6
199,34,2,7
221,25,16,8
231,37,18,9
306,66,17,10
289,26,21,11
304,1,11,12
222,25,14,13
280,66,22,14
308,34,24,15
296,66,23,16
200,63,10,17
187,34,15,\N
233,37,13,\N
197,58,19,\N
232,80,9,\N
309,58,6,\N
307,37,20,\N
182,6,25,\N
265,26,3,\N
199,34,4,1
306,66,11,2
305,1,12,3
221,25,15,4
233,37,7,5
232,80,3,6
224,1,5,7
222,25,8,8
304,1,9,9
230,37,19,10
250,63,2,11
289,26,18,12
251,32,22,13
292,25,24,14
296,66,25,15
182,6,1,16
308,34,23,17
280,66,21,18
293,1,20,19
223,6,6,\N
187,34,13,\N
235,32,10,\N
231,64,14,\N
200,63,17,\N
310,32,26,\N
238,32,16,\N
311,80,27,\N
182,6,1,1
223,6,3,2
224,1,4,3
233,37,13,4
222,25,9,5
304,1,8,6
312,58,21,7
221,25,16,8
305,1,17,9
231,64,10,10
187,34,15,11
280,66,20,12
250,63,14,13
314,77,25,14
197,58,12,\N
289,26,19,\N
232,80,7,\N
200,63,18,\N
296,66,22,\N
235,32,5,\N
238,32,2,\N
278,78,23,\N
313,34,24,\N
199,34,6,\N
306,66,11,\N
265,26,0,\N
311,80,0,\N
224,1,4,1
182,6,3,2
222,25,2,3
223,6,1,4
306,66,7,5
304,1,12,6
305,1,13,7
289,26,29,8
230,37,31,9
314,77,23,10
187,34,19,11
265,26,21,12
197,58,17,13
298,80,30,14
267,57,14,15
296,66,25,16
269,34,27,17
312,58,18,18
235,32,16,\N
252,79,20,\N
199,34,24,\N
238,32,5,\N
221,25,28,\N
200,63,26,\N
315,34,11,\N
250,63,8,\N
313,34,22,\N
231,64,9,\N
232,80,6,\N
280,66,15,\N
233,37,10,\N
316,63,0,\N
238,32,3,1
222,25,5,2
197,58,6,3
223,6,2,4
224,1,13,5
187,34,23,6
289,26,21,7
265,26,26,8
221,25,4,9
280,66,27,\N
235,32,19,\N
182,6,1,\N
231,64,7,\N
305,1,10,\N
199,34,8,\N
296,66,22,\N
267,57,25,\N
233,37,9,\N
306,66,11,\N
304,1,12,\N
232,80,14,\N
230,37,15,\N
312,58,16,\N
250,63,18,\N
314,77,24,\N
200,63,17,\N
278,78,20,\N
313,34,0,\N
222,25,2,1
221,25,1,2
231,64,6,3
224,1,9,4
197,58,8,5
289,26,15,6
265,26,18,7
311,80,21,8
313,34,20,9
230,37,17,10
187,34,14,11
267,57,26,\N
182,6,3,\N
317,37,16,\N
304,1,12,\N
200,63,22,\N
199,34,10,\N
235,32,7,\N
223,6,4,\N
250,63,24,\N
238,32,5,\N
316,63,25,\N
305,1,11,\N
306,66,13,\N
318,58,23,\N
280,66,19,\N
308,80,0,\N
182,6,1,1
223,6,2,2
224,1,3,3
305,1,4,4
222,25,5,5
221,25,8,6
187,34,13,7
238,32,10,8
313,34,23,9
230,37,15,10
235,32,18,11
199,34,12,12
267,57,17,\N
304,1,9,\N
296,66,25,\N
232,80,21,\N
265,26,14,\N
197,58,7,\N
306,66,16,\N
289,26,19,\N
280,66,24,\N
200,63,20,\N
231,64,6,\N
252,58,11,\N
233,37,22,\N
314,77,0,\N
298,80,0,\N
238,32,2,1
182,6,1,2
223,6,4,3
222,25,7,4
235,32,13,5
304,1,11,6
305,1,6,7
221,25,9,8
232,80,15,9
306,66,17,10
230,37,16,11
197,58,12,12
289,26,21,13
296,66,22,14
265,26,20,15
187,34,14,16
224,1,5,\N
199,34,8,\N
200,63,18,\N
252,58,3,\N
280,66,19,\N
231,64,10,\N
267,57,0,\N
313,34,0,\N
250,34,0,\N
219,80,0,\N
233,37,0,\N
319,63,0,\N
316,63,0,\N
315,34,0,\N
222,25,3,1
224,1,8,2
235,32,12,3
223,6,7,4
182,6,1,5
199,34,4,6
304,1,19,7
252,58,5,8
250,34,20,9
238,32,2,10
187,34,13,11
306,66,23,12
289,26,22,13
200,63,17,14
280,66,24,\N
296,66,14,\N
305,1,11,\N
197,58,16,\N
233,37,9,\N
221,25,10,\N
232,80,15,\N
230,37,16,\N
314,77,25,\N
231,64,6,\N
320,26,21,\N
259,79,0,\N
321,63,0,\N
311,80,0,\N
275,34,0,\N
267,57,0,\N
300,76,0,\N
307,74,0,\N
283,37,0,\N
316,63,0,\N
223,6,2,1
222,25,4,2
199,34,6,3
238,32,8,4
235,32,9,5
252,58,11,6
233,37,20,7
197,58,18,8
289,26,19,9
280,66,24,10
321,63,25,11
250,34,17,12
230,37,23,13
270,79,20,14
305,1,12,15
200,63,13,\N
231,64,10,\N
221,25,5,\N
232,80,16,\N
306,66,15,\N
267,57,22,\N
224,1,3,\N
172,80,21,\N
187,34,14,\N
182,6,1,\N
304,1,7,\N
296,66,0,\N
314,77,0,\N
265,26,0,\N
256,78,0,\N
278,78,0,\N
307,74,0,\N
199,34,2,1
304,1,10,2
231,64,7,3
187,34,11,4
223,6,8,5
230,37,20,6
322,1,17,7
197,58,23,8
323,63,25,9
314,77,19,10
233,37,15,11
289,26,21,12
270,79,24,\N
238,32,6,\N
235,32,22,\N
221,25,14,\N
250,34,4,\N
224,1,3,\N
172,80,12,\N
232,80,9,\N
252,58,16,\N
306,66,18,\N
182,6,1,\N
243,26,13,\N
222,25,5,\N
251,64,0,\N
316,63,0,\N
321,63,0,\N
283,57,0,\N
219,63,0,\N
324,34,0,\N
238,32,7,1
224,1,6,2
222,25,12,3
232,80,15,4
250,34,3,5
304,1,19,6
187,34,4,7
289,26,21,8
322,1,23,9
252,58,22,10
221,25,10,11
223,6,5,\N
182,6,1,\N
235,32,16,\N
243,26,14,\N
172,80,17,\N
197,58,9,\N
230,37,13,\N
314,77,20,\N
199,34,2,\N
233,37,18,\N
280,66,25,\N
231,64,8,\N
296,66,24,\N
306,66,11,\N
319,63,0,\N
325,34,0,\N
321,63,0,\N
283,57,0,\N
278,78,0,\N
316,63,0,\N
224,1,1,1
223,6,6,2
238,32,10,3
231,64,8,4
221,25,7,5
304,1,14,6
207,73,16,7
250,34,9,8
199,34,4,9
324,63,22,10
243,26,11,11
288,67,24,12
235,32,21,13
289,26,20,14
172,80,18,15
200,1,12,16
278,66,25,\N
182,6,2,\N
252,58,13,\N
187,34,15,\N
306,66,17,\N
222,25,3,\N
197,58,5,\N
232,80,19,\N
326,34,26,\N
233,37,23,\N
321,63,0,\N
283,57,0,\N
230,37,0,\N
270,34,0,\N
199,34,1,1
250,34,4,2
231,64,2,3
224,1,8,4
187,34,7,5
221,25,13,6
200,1,20,7
289,26,24,8
278,66,12,9
197,58,10,10
223,6,9,11
243,26,21,12
238,32,19,\N
283,57,22,\N
252,58,18,\N
222,25,6,\N
232,80,15,\N
182,6,5,\N
172,80,11,\N
288,67,14,\N
319,63,26,\N
230,37,25,\N
324,63,23,\N
235,32,16,\N
314,32,27,\N
207,73,3,\N
304,1,17,\N
233,37,0,\N
270,34,0,\N
306,66,0,\N
224,32,2,1
327,25,6,2
328,25,4,3
235,6,3,4
304,1,8,5
290,34,13,6
223,66,1,7
309,1,11,8
232,6,14,9
329,37,18,10
197,37,17,\N
306,66,7,\N
307,80,19,\N
238,32,5,\N
182,66,13,\N
199,34,9,\N
305,63,10,\N
250,63,15,\N
330,80,16,\N
224,32,2,1
328,25,8,2
304,1,5,3
232,6,17,4
235,6,3,5
223,66,4,6
307,80,14,7
182,66,13,8
330,80,18,9
327,25,9,10
199,34,7,11
331,63,20,12
306,66,10,\N
329,37,19,\N
250,63,6,\N
305,63,14,\N
197,37,15,\N
238,32,1,\N
290,34,11,\N
309,1,12,\N
328,25,16,1
309,1,6,2
224,32,2,3
232,6,15,4
304,1,1,5
332,58,21,6
199,34,8,7
333,63,20,8
222,1,3,9
307,80,19,10
238,32,4,11
250,63,9,\N
292,25,22,\N
197,37,18,\N
327,25,25,\N
329,37,23,\N
290,34,17,\N
334,80,24,\N
182,66,10,\N
262,58,14,\N
306,66,7,\N
293,32,13,\N
223,66,5,\N
235,6,11,\N
305,63,12,\N
224,32,7,1
327,25,3,2
332,58,14,3
309,1,5,4
306,66,10,5
304,1,2,6
329,37,19,7
280,37,18,8
223,66,8,9
290,34,12,10
330,80,20,11
235,6,6,12
199,34,15,\N
307,80,21,\N
238,32,1,\N
328,25,4,\N
182,66,11,\N
289,58,22,\N
305,63,9,\N
262,58,13,\N
333,34,17,\N
250,63,16,\N
328,25,6,1
327,25,4,2
224,32,9,3
333,34,18,4
182,66,14,5
278,81,15,6
304,1,2,7
250,63,8,8
289,58,23,9
223,66,12,10
329,37,20,11
197,37,16,\N
306,66,5,\N
290,34,19,\N
238,32,1,\N
309,1,10,\N
307,80,21,\N
199,34,7,\N
332,58,11,\N
262,58,22,\N
235,6,3,\N
330,80,17,\N
305,63,13,\N
328,25,1,1
224,32,5,2
238,32,2,3
327,25,4,4
309,1,15,5
304,1,3,6
333,34,25,7
305,63,13,8
231,37,18,9
262,58,22,10
290,34,9,11
197,37,14,\N
289,58,24,\N
232,6,16,\N
199,34,19,\N
235,6,7,\N
307,80,10,\N
306,66,11,\N
250,63,17,\N
259,37,23,\N
330,80,21,\N
182,66,6,\N
278,81,12,\N
223,66,8,\N
329,37,20,\N
304,1,6,1
238,32,1,2
327,25,2,3
199,34,5,4
328,25,3,5
235,6,8,6
309,1,7,7
329,37,21,8
223,66,12,9
250,63,16,10
307,80,11,11
224,32,4,12
182,66,15,13
332,58,19,14
306,66,9,\N
262,58,17,\N
305,63,10,\N
197,37,20,\N
289,58,18,\N
290,34,12,\N
317,37,14,\N
238,32,5,1
327,25,4,2
199,34,8,3
328,25,1,4
235,6,12,5
231,37,14,6
232,6,10,7
304,1,6,8
182,66,17,9
289,58,16,10
306,66,15,11
223,66,9,12
250,63,18,13
307,80,24,14
313,57,25,15
290,34,19,16
222,1,2,\N
224,32,3,\N
305,63,11,\N
333,34,13,\N
317,37,22,\N
332,58,20,\N
280,80,23,\N
197,37,7,\N
262,58,21,\N
309,1,3,1
238,32,1,2
304,1,2,3
231,37,11,4
327,25,7,5
199,34,8,6
223,66,10,7
235,6,19,8
307,80,18,9
328,25,4,10
329,37,24,11
182,66,9,12
313,57,21,13
290,34,13,\N
224,32,5,\N
187,34,23,\N
289,58,27,\N
278,81,29,\N
222,1,6,\N
305,63,12,\N
200,63,14,\N
250,63,15,\N
306,66,17,\N
333,34,20,\N
335,37,22,\N
332,58,25,\N
262,58,26,\N
336,80,28,\N
259,37,16,\N
328,25,2,1
327,25,3,2
231,37,7,3
309,1,6,4
306,66,9,5
298,80,20,6
250,63,8,7
223,66,12,8
307,80,15,9
332,58,22,10
238,32,1,11
289,58,17,\N
182,66,11,\N
305,63,24,\N
304,1,4,\N
290,34,13,\N
278,81,19,\N
199,34,5,\N
259,37,21,\N
335,37,18,\N
224,32,16,\N
329,37,23,\N
262,58,10,\N
313,57,14,\N
328,25,1,1
327,25,3,2
235,1,4,3
250,63,11,4
290,34,13,5
224,32,14,6
200,63,15,7
262,58,17,8
309,1,7,9
280,80,12,10
243,34,16,11
304,1,8,12
289,58,20,13
305,63,18,14
259,37,22,15
329,37,19,16
199,34,6,\N
223,66,10,\N
332,58,21,\N
306,66,9,\N
182,66,5,\N
238,32,2,\N
238,32,2,1
328,25,7,2
250,63,8,3
199,34,5,4
306,66,13,5
223,66,14,6
232,6,6,7
304,1,3,8
298,80,23,9
305,63,15,10
224,32,1,\N
307,80,21,\N
197,37,12,\N
313,57,19,\N
290,34,16,\N
289,58,22,\N
332,58,20,\N
243,34,17,\N
262,58,18,\N
327,25,10,\N
231,37,9,\N
309,1,4,\N
329,37,11,\N
238,32,1,1
224,32,4,2
309,1,2,3
328,25,6,4
327,25,11,5
199,34,10,6
305,63,8,7
235,6,14,8
259,37,24,9
332,58,21,10
262,58,19,11
243,34,9,12
306,66,13,13
289,58,22,14
304,1,3,15
307,80,20,\N
329,37,12,\N
182,66,15,\N
223,66,18,\N
250,63,5,\N
298,80,23,\N
313,57,17,\N
290,34,16,\N
232,6,7,\N
231,37,0,\N
309,1,2,1
224,32,5,2
262,58,14,3
306,66,16,4
328,25,9,5
307,80,22,6
231,37,15,7
199,34,4,8
305,63,12,9
278,25,11,10
290,34,10,11
243,34,18,12
304,1,7,13
314,80,24,14
232,6,20,15
289,58,17,16
332,58,13,17
250,63,19,18
197,37,23,\N
313,57,26,\N
182,66,8,\N
222,1,3,\N
327,25,6,\N
329,37,21,\N
238,32,1,\N
320,66,25,\N
238,32,1,1
231,37,4,2
199,34,2,3
304,1,8,4
309,1,7,5
224,32,3,6
235,80,23,7
223,66,15,8
306,66,14,9
329,37,26,10
197,37,17,11
307,80,19,12
289,58,18,13
332,58,20,14
262,58,22,15
232,6,11,16
290,34,25,\N
222,1,10,\N
200,63,16,\N
182,66,21,\N
305,63,6,\N
250,63,9,\N
187,34,24,\N
312,58,13,\N
313,57,27,\N
328,25,5,\N
278,25,12,\N
327,25,0,\N
328,25,2,1
304,1,4,2
235,6,8,3
223,6,6,4
314,63,11,5
238,37,10,6
199,34,1,7
280,37,15,8
307,66,13,9
337,66,19,10
182,37,22,11
224,32,5,\N
327,25,17,\N
317,66,7,\N
309,1,3,\N
207,6,9,\N
333,63,14,\N
289,34,16,\N
338,32,20,\N
320,66,18,\N
339,66,21,\N
278,82,12,\N
304,1,5,1
224,32,3,2
309,1,12,3
207,6,6,4
238,37,9,5
289,34,14,6
182,37,21,7
235,6,7,8
327,25,8,9
338,32,19,10
280,37,22,11
223,6,2,12
243,37,25,13
337,66,23,14
278,82,13,15
340,63,26,16
250,37,24,17
307,66,16,\N
333,63,20,\N
320,66,18,\N
306,66,11,\N
328,25,1,\N
305,63,4,\N
199,34,15,\N
314,63,10,\N
293,32,17,\N
224,32,3,1
235,6,1,2
223,6,8,3
333,63,13,4
309,1,11,5
250,37,16,6
290,34,14,7
314,63,18,8
338,32,24,9
289,34,23,10
280,37,19,11
328,25,4,\N
278,82,6,\N
327,25,12,\N
320,66,21,\N
304,1,2,\N
307,66,20,\N
317,66,10,\N
207,6,5,\N
305,63,15,\N
238,37,9,\N
243,37,17,\N
306,66,7,\N
182,37,25,\N
339,66,22,\N
329,37,0,\N
306,66,4,1
235,6,2,2
224,32,1,3
328,25,8,4
312,1,10,5
278,82,6,6
333,63,18,7
337,66,17,8
290,34,21,9
243,37,25,10
238,37,15,11
289,34,20,12
329,37,23,13
338,32,14,14
304,1,7,15
182,37,22,16
250,37,24,17
327,25,12,\N
280,37,9,\N
223,6,3,\N
305,63,11,\N
307,66,20,\N
314,63,13,\N
320,66,5,\N
317,66,16,\N
224,32,1,1
327,25,5,2
304,1,3,3
305,63,8,4
250,37,11,5
278,82,13,6
309,1,7,7
307,66,15,8
238,37,14,9
337,66,23,10
243,37,20,11
182,37,25,12
199,34,9,13
338,32,12,14
289,34,16,\N
280,37,19,\N
223,6,2,\N
333,63,10,\N
330,81,24,\N
235,6,4,\N
329,37,22,\N
290,34,18,\N
320,66,17,\N
306,66,6,\N
314,63,21,\N
328,25,3,1
224,32,8,2
278,82,1,3
327,25,7,4
238,37,9,5
305,63,10,6
304,1,2,7
290,34,14,8
312,1,13,9
289,34,20,10
235,6,4,11
199,34,17,12
330,6,19,13
333,63,12,14
306,66,24,15
243,37,15,16
314,63,5,17
338,32,22,18
329,37,23,19
221,25,16,\N
317,66,18,\N
250,37,11,\N
337,66,6,\N
182,37,21,\N
293,32,0,\N
224,32,2,1
328,25,4,2
309,1,3,3
278,82,17,4
304,1,11,5
232,6,9,6
238,37,8,7
199,34,10,8
182,37,19,9
243,37,25,10
306,66,6,11
290,34,22,12
329,37,23,13
314,63,5,\N
327,25,12,\N
338,32,15,\N
235,6,1,\N
289,34,21,\N
250,37,13,\N
262,66,14,\N
305,63,7,\N
293,32,24,\N
330,81,18,\N
280,83,26,\N
320,66,16,\N
333,63,20,\N
235,6,1,1
223,6,7,2
238,37,4,3
307,66,18,4
312,1,19,5
289,34,15,6
290,34,21,7
329,37,27,8
306,66,13,9
327,25,5,10
328,25,2,11
232,6,22,12
333,63,20,13
314,63,12,14
278,82,8,15
250,37,11,\N
224,32,3,\N
280,37,9,\N
304,1,10,\N
305,63,16,\N
199,34,6,\N
243,37,14,\N
338,32,23,\N
182,37,24,\N
321,81,25,\N
293,32,26,\N
317,66,17,\N
224,32,1,1
304,1,7,2
309,1,4,3
305,63,12,4
278,82,6,5
307,66,10,6
328,25,3,7
306,66,21,8
327,25,20,9
182,37,22,10
314,63,8,11
238,37,11,12
320,66,16,13
333,63,13,14
243,37,17,\N
250,37,18,\N
330,81,23,\N
289,34,14,\N
290,34,15,\N
329,37,24,\N
296,84,25,\N
235,6,9,\N
199,34,5,\N
223,6,2,\N
338,32,19,\N
224,32,4,1
305,63,9,2
304,1,5,3
309,1,8,4
289,34,13,5
320,66,12,6
207,6,7,7
306,66,16,8
238,37,24,9
329,37,25,10
307,66,17,11
317,66,10,12
182,37,20,13
235,6,1,\N
278,82,2,\N
333,63,21,\N
290,34,19,\N
341,63,22,\N
314,63,15,\N
223,6,4,\N
250,37,18,\N
199,34,11,\N
327,25,14,\N
330,81,23,\N
328,25,3,\N
280,37,0,\N
321,81,0,\N
328,25,5,1
309,1,1,2
304,1,2,3
199,34,9,4
223,6,7,5
278,82,10,6
314,63,13,7
289,34,17,8
250,37,18,9
307,66,14,10
224,32,4,11
235,6,8,12
280,37,21,13
317,32,16,\N
182,37,19,\N
238,37,3,\N
329,37,24,\N
327,25,6,\N
320,66,12,\N
342,37,22,\N
306,66,20,\N
343,66,23,\N
290,34,11,\N
333,63,15,\N
328,25,1,1
327,25,4,2
304,1,3,3
238,37,26,4
235,6,12,5
207,6,10,6
221,25,11,7
223,6,6,8
222,1,8,9
317,32,16,10
289,34,27,11
344,63,22,12
329,37,20,13
280,37,21,14
278,82,7,15
342,37,20,16
305,63,14,17
309,1,2,18
182,37,25,19
250,37,15,\N
320,66,28,\N
307,66,17,\N
338,32,30,\N
290,34,13,\N
306,66,18,\N
312,66,24,\N
199,34,5,\N
333,63,19,\N
314,63,31,\N
224,32,9,\N
321,81,29,\N
207,6,4,1
328,25,1,2
223,6,3,3
317,180,14,4
278,82,2,5
304,1,7,6
312,63,17,7
235,6,8,8
289,34,19,9
238,200,13,10
280,200,18,11
243,63,15,12
333,199,22,13
224,180,5,\N
341,63,6,\N
327,25,9,\N
307,66,24,\N
345,66,10,\N
293,34,16,\N
346,66,12,\N
340,200,21,\N
334,34,20,\N
320,1,11,\N
347,1,23,\N
339,200,25,\N
328,25,4,1
235,6,1,2
278,82,3,3
345,66,5,4
304,1,9,5
306,82,6,6
327,25,12,7
320,1,7,8
314,34,21,9
307,66,17,10
341,63,22,11
317,180,16,\N
224,180,14,\N
280,200,11,\N
207,6,8,\N
339,200,20,\N
238,200,13,\N
223,6,2,\N
243,63,19,\N
346,66,15,\N
289,34,10,\N
328,25,1,1
238,200,6,2
235,6,2,3
304,1,6,4
224,180,17,5
243,63,16,6
341,63,10,7
280,200,13,8
345,66,5,9
314,34,18,10
346,66,3,\N
306,82,7,\N
278,82,4,\N
223,6,11,\N
320,1,14,\N
317,180,12,\N
327,25,15,\N
289,34,9,\N
307,66,0,\N
207,6,0,\N
339,200,0,\N
342,200,0,\N
235,6,1,1
345,66,2,2
223,6,4,3
238,200,13,4
341,63,7,5
346,66,8,6
307,66,9,7
298,63,21,8
306,82,11,9
289,34,16,10
328,25,3,11
304,1,14,12
280,200,15,\N
342,200,24,\N
320,1,23,\N
339,200,17,\N
314,34,19,\N
327,25,12,\N
243,63,18,\N
317,180,4,\N
207,6,16,\N
338,201,22,\N
278,82,5,\N
328,25,1,1
327,25,7,2
224,180,17,3
346,66,6,4
278,82,9,5
317,180,15,6
306,82,8,7
341,63,13,8
320,1,19,9
307,66,16,10
243,63,10,11
314,34,14,12
348,200,23,13
349,200,22,\N
280,200,18,\N
289,34,4,\N
333,199,20,\N
345,66,5,\N
223,6,2,\N
238,199,12,\N
304,1,11,\N
235,6,3,\N
339,200,21,\N
328,25,2,1
238,200,5,2
224,180,4,3
280,200,17,4
243,63,12,5
341,63,11,6
306,82,15,7
307,66,11,8
346,66,3,9
327,25,10,10
330,200,21,11
314,34,7,12
317,201,19,\N
333,199,24,\N
320,1,14,\N
235,6,6,\N
223,6,1,\N
278,82,9,\N
304,1,8,\N
321,63,23,\N
329,200,20,\N
293,180,13,\N
289,34,22,\N
262,1,16,\N
328,25,1,1
327,25,5,2
223,6,4,3
207,6,11,4
238,200,3,5
314,34,9,6
341,63,15,7
317,180,17,8
289,34,13,9
243,63,12,10
350,66,18,11
330,199,21,12
224,180,8,\N
346,66,3,\N
278,82,16,\N
280,200,10,\N
320,1,19,\N
304,1,6,\N
329,200,22,\N
307,66,14,\N
333,199,20,\N
235,6,2,\N
347,1,0,\N
346,66,1,1
224,180,5,2
314,34,7,3
317,180,10,4
289,34,8,5
280,200,13,6
243,63,12,7
238,200,11,8
262,1,22,9
320,66,16,10
337,66,17,11
330,199,15,12
329,200,19,\N
327,25,3,\N
328,25,2,\N
235,6,6,\N
182,200,21,\N
341,63,18,\N
223,6,4,\N
307,66,14,\N
304,1,9,\N
347,1,20,\N
320,66,11,1
238,200,6,2
327,25,5,3
305,63,17,4
307,66,4,5
278,82,1,6
262,1,13,7
224,201,18,8
346,66,3,9
347,1,21,10
289,34,14,\N
197,200,24,\N
329,200,16,\N
280,200,10,\N
333,199,20,\N
223,6,8,\N
235,6,2,\N
328,25,7,\N
330,200,19,\N
314,34,9,\N
351,85,22,\N
337,66,12,\N
341,63,15,\N
243,63,23,\N
328,25,1,1
238,200,6,2
288,1,8,3
304,1,10,4
317,180,7,5
327,25,3,6
224,180,4,7
235,6,12,8
346,66,2,9
278,82,5,10
341,63,14,11
337,66,19,12
207,6,13,13
320,66,16,14
352,66,21,15
330,200,20,16
329,200,22,\N
353,180,25,\N
243,63,23,\N
306,82,11,\N
342,200,24,\N
223,6,18,\N
289,34,15,\N
314,34,17,\N
307,66,9,\N
354,34,0,\N
327,25,5,1
346,66,6,2
238,200,11,3
307,66,12,4
328,25,1,5
223,6,4,6
289,34,18,7
306,82,10,8
320,66,21,9
322,1,22,10
333,199,26,11
278,82,8,12
337,66,16,13
355,66,24,14
305,63,14,15
347,1,28,16
341,63,13,17
342,200,25,\N
235,6,7,\N
224,180,2,\N
353,180,29,\N
304,1,3,\N
314,34,15,\N
354,34,27,\N
344,63,17,\N
280,200,20,\N
330,200,23,\N
317,180,9,\N
309,25,19,\N
356,34,3,1
304,187,6,2
328,37,1,3
306,82,8,4
357,32,14,5
289,32,19,6
280,82,18,7
340,32,22,8
345,66,16,9
346,37,9,10
362,34,21,11
293,32,13,12
